Título,Link da Oferta,Desconto,Preço Promocional,Preço Normal
Croc's World 2,https://store.playstation.com/pt-br/product/UP4786-CUSA15702_00-CW2PS40000000001,-67%,"R$10,52","R$31,90"
Super Arcade Soccer 2021,https://store.playstation.com/pt-br/product/UP1309-CUSA29519_00-3516068936366177,-35%,"R$24,37","R$37,50"
Bus Driver Simulator: Countryside,https://store.playstation.com/pt-br/product/UP2715-CUSA29675_00-BDSCOUNTRYPS4NA0,-75%,"R$19,97","R$79,90"
Neighbours back From Hell,https://store.playstation.com/pt-br/product/UP4389-CUSA18980_00-NFH2020US0000000,-50%,"R$39,95","R$79,90"
Bartender VR Simulator,https://store.playstation.com/pt-br/product/UP4731-CUSA15146_00-BARTENDERVRSIMUL,-25%,"R$78,67","R$104,90"
The TakeOver,https://store.playstation.com/pt-br/product/UP4127-CUSA17160_00-THETAKEOVER00000,-50%,"R$49,75","R$99,50"
Aragami,https://store.playstation.com/pt-br/product/UP1578-CUSA06168_00-0000000000000001,-70%,"R$29,85","R$99,50"
Aragami: Nightfall,https://store.playstation.com/pt-br/product/UP1578-CUSA06168_00-NIGHTFALL0000001,-70%,"R$16,17","R$53,90"
Aragami: Shadow Edition,https://store.playstation.com/pt-br/product/UP1578-CUSA06168_00-SHADOWEDITION001,-70%,"R$40,17","R$133,90"
Rough Justice: '84,https://store.playstation.com/pt-br/product/UP1440-PPSA16247_00-RJ840000000NAPS5,-20%,"R$83,92","R$104,90"
Bud Spencer & Terence Hill - Slaps And Beans 2,https://store.playstation.com/pt-br/product/UP8012-CUSA42848_00-SLAPSBEANS2PS4US,-20%,"R$79,60","R$99,50"
Final Vendetta,https://store.playstation.com/pt-br/product/UP5756-PPSA07063_00-FINALVENDETTAPS5,-50%,"R$62,25","R$124,50"
Helichapter X,https://store.playstation.com/pt-br/product/UP5641-CUSA47126_00-0359483847861870,-30%,"R$3,85","R$5,50"
Agatha Christie - The ABC Murders,https://store.playstation.com/pt-br/product/UP1475-CUSA03265_00-THEABCMURDERS011,-75%,"R$18,62","R$74,50"
Dolphin Spirit - Ocean Mission,https://store.playstation.com/pt-br/product/UP1475-PPSA13711_00-DOLPHINPS50000US,-30%,"R$104,65","R$149,50"
Strategic Mind: Fight for Freedom,https://store.playstation.com/pt-br/product/UP4713-CUSA34475_00-1465942937537581,-45%,"R$87,94","R$159,90"
V-Rally 4,https://store.playstation.com/pt-br/product/UP4008-CUSA10157_00-VR40000000000000,-90%,"R$14,95","R$149,50"
Cross Tails,https://store.playstation.com/pt-br/product/UP2500-PPSA13613_00-US0CROSST0000PS5,-25%,"R$119,92","R$159,90"
Arcadegeddon,https://store.playstation.com/pt-br/product/UP3095-PPSA04020_00-9652118471396124,-50%,"R$37,25","R$74,50"
Broken Age,https://store.playstation.com/pt-br/product/UP2154-CUSA01990_00-BROKENAGEPLAYS04,-75%,"R$18,62","R$74,50"
All in One Family Games,https://store.playstation.com/pt-br/product/UP3362-CUSA12099_00-0015632563624925,-80%,"R$26,78","R$133,90"
Super Kids Racing,https://store.playstation.com/pt-br/product/UP3362-CUSA12099_00-SUPERKIDSRCSA18N,-80%,"R$10,78","R$53,90"
Blade Runner Enhanced Edition,https://store.playstation.com/pt-br/product/UP0913-CUSA32336_00-2571996660185023,-50%,"R$26,95","R$53,90"
Chess,https://store.playstation.com/pt-br/product/UP3803-CUSA20203_00-CHESSA21APRLSCEA,-80%,"R$10,78","R$53,90"
Hotshot Racing,https://store.playstation.com/pt-br/product/UP4395-CUSA11585_00-RACINGAPEX000000,-90%,"R$8,35","R$83,50"
Sam & Max Além do Tempo e do Espaço,https://store.playstation.com/pt-br/product/UP5784-CUSA30835_00-0531303735004422,-33%,"R$70,28","R$104,90"
The Lord of the Rings: Adventure Card Game Definitive Edition,https://store.playstation.com/pt-br/product/UP4744-CUSA15785_00-LOTRLCG000000000,-60%,"R$41,96","R$104,90"
Treasure Hunter Simulator,https://store.playstation.com/pt-br/product/UP6301-CUSA26875_00-3467843683986635,-60%,"R$21,56","R$53,90"
Dinobreak,https://store.playstation.com/pt-br/product/UP6088-CUSA45141_00-0903683843686790,-50%,"R$52,45","R$104,90"
Dinobreak Definitive Collection,https://store.playstation.com/pt-br/product/UP6088-CUSA45141_00-0005762737866690,-55%,"R$96,70","R$214,90"
Hue,https://store.playstation.com/pt-br/product/UP4395-CUSA05091_00-HUESCEA000000000,-80%,"R$15,98","R$79,90"
RC Airplane Challenge,https://store.playstation.com/pt-br/product/UP2181-PPSA04105_00-RCAC0V0010000005,-60%,"R$31,96","R$79,90"
Aioi Collection,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000008,-70%,"R$8,07","R$26,90"
Cytus Selection vol.1,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000002,-70%,"R$8,07","R$26,90"
Cytus Selection vol.2,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000006,-70%,"R$8,07","R$26,90"
DEEMO -Reborn-,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVR000000000000,-70%,"R$64,47","R$214,90"
EGOIST Special Selection,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000013,-70%,"R$11,25","R$37,50"
Eshen Chen Collection Vol.1: Transmission,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000004,-70%,"R$8,07","R$26,90"
Knight Iris Collection,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000010,-70%,"R$8,07","R$26,90"
Knight Rosabell Collection,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000011,-70%,"R$8,07","R$26,90"
M2U X Nicode Collection,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000012,-70%,"R$8,07","R$26,90"
MILI collection,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000003,-70%,"R$8,07","R$26,90"
N.M.S.T. Collection,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000007,-70%,"R$8,07","R$26,90"
Rayark Selection Vol.1,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000001,-70%,"R$8,07","R$26,90"
Rayark Selection Vol.2,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000005,-70%,"R$8,07","R$26,90"
Rayark Selection vol.3,https://store.playstation.com/pt-br/product/UP2815-CUSA13242_00-DMVRDLC000000009,-70%,"R$8,07","R$26,90"
Atomicrops: Deerly Beloved,https://store.playstation.com/pt-br/product/UP2320-CUSA17295_00-DEERLYBELOVED000,-25%,"R$20,17","R$26,90"
Atomicrops: Reap What You Bundle,https://store.playstation.com/pt-br/product/UP2320-CUSA17295_00-REAPWHATYOUBUNDL,-50%,"R$52,45","R$104,90"
Atomicrops: Reap What You Crow,https://store.playstation.com/pt-br/product/UP2320-CUSA17295_00-ATOMICROPSDLC000,-25%,"R$20,17","R$26,90"
Blazing Chrome,https://store.playstation.com/pt-br/product/UP5358-CUSA14656_00-BLAZINGCHROMEPS4,-60%,"R$35,96","R$89,90"
LUMINES REMASTERED,https://store.playstation.com/pt-br/product/UP0751-CUSA11624_00-LUMINESREMASTERE,-70%,"R$23,97","R$79,90"
Red Faction II,https://store.playstation.com/pt-br/product/UP4389-CUSA06405_00-SLUS204420000001,-85%,"R$11,17","R$74,50"
ONE PIECE BURNING BLOOD - Gold Edition,https://store.playstation.com/pt-br/product/UP0700-CUSA03651_00-ONEPIECEBBPS4GE1,-89%,"R$38,59","R$350,90"
Gungrave G.O.R.E - Death Ronin DLC,https://store.playstation.com/pt-br/product/UP6714-PPSA03683_00-DEADRONINDLC0000,-50%,"R$13,45","R$26,90"
Gungrave G.O.R.E - Death Ronin DLC,https://store.playstation.com/pt-br/product/UP6714-CUSA27914_00-DEADRONINDLC0000,-50%,"R$13,45","R$26,90"
Gungrave G.O.R.E - O.D. Grave DLC,https://store.playstation.com/pt-br/product/UP6714-PPSA03683_00-ODGRAVEDLC000000,-50%,"R$13,45","R$26,90"
Deadlight: Director's Cut,https://store.playstation.com/pt-br/product/UP2047-CUSA04460_00-DEADLIGHTPS40100,-90%,"R$6,25","R$62,50"
Shadow Legend VR,https://store.playstation.com/pt-br/product/UP1978-CUSA15886_00-SHADOWLEGENDVR01,-70%,"R$31,17","R$103,90"
MOBILE SUIT GUNDAM BATTLE OPERATION Code Fairy - Edição Padrão,https://store.playstation.com/pt-br/product/UP0700-PPSA04215_00-GUNDAMBOCFSTPS50,-80%,"R$52,98","R$264,90"
MOBILE SUIT GUNDAM BATTLE OPERATION Code Fairy Vol. 1,https://store.playstation.com/pt-br/product/UP0700-PPSA04215_00-GBOCFNAPS5000000,-60%,"R$41,96","R$104,90"
MOBILE SUIT GUNDAM BATTLE OPERATION Code Fairy Vol. 2,https://store.playstation.com/pt-br/product/UP0700-PPSA04215_00-GUNDAMBO2CFVOL02,-60%,"R$41,96","R$104,90"
MOBILE SUIT GUNDAM BATTLE OPERATION Code Fairy Vol. 3,https://store.playstation.com/pt-br/product/UP0700-PPSA04215_00-GUNDAMBO2CFVOL03,-60%,"R$41,96","R$104,90"
Asteroids: Recharged,https://store.playstation.com/pt-br/product/UP0182-CUSA30832_00-5686477461690331,-50%,"R$26,95","R$53,90"
Star Trek Prodigy: Supernova,https://store.playstation.com/pt-br/product/UP3824-PPSA07564_00-1713637338348710,-70%,"R$74,85","R$249,50"
Air Twister,https://store.playstation.com/pt-br/product/UP8012-CUSA42644_00-AIRTWISTERPS4NAM,-20%,"R$107,12","R$133,90"
Prison City,https://store.playstation.com/pt-br/product/UP5420-PPSA16685_00-0867124470201141,-20%,"R$15,12","R$18,90"
Bloodshore,https://store.playstation.com/pt-br/product/UP4459-PPSA16924_00-BLOODSHOREPS5US0,-50%,"R$34,95","R$69,90"
The Ultimate FMV Bundle 2,https://store.playstation.com/pt-br/product/UP4459-CUSA30298_00-3498120064730672,-35%,"R$185,83","R$285,90"
MONOPOLY PLUS + MONOPOLY Madness,https://store.playstation.com/pt-br/product/UP0001-CUSA26329_00-MONPMONM00000000,-70%,"R$56,97","R$189,90"
Bish Bash Bots,https://store.playstation.com/pt-br/product/UP7680-PPSA15984_00-BBBSIEAPS5000000,-20%,"R$83,92","R$104,90"
Hotline Miami Collection,https://store.playstation.com/pt-br/product/UP3643-CUSA00368_00-HLMBUNDLE0000000,-75%,"R$26,22","R$104,90"
Train Station Renovation,https://store.playstation.com/pt-br/product/UP5805-CUSA28974_00-5848074395537435,-80%,"R$16,98","R$84,90"
Summum Aeterna,https://store.playstation.com/pt-br/product/UP7013-CUSA41257_00-0192855716434110,-40%,"R$62,94","R$104,90"
Anthology of Fear,https://store.playstation.com/pt-br/product/UP5805-CUSA44909_00-0172423343003220,-60%,"R$21,56","R$53,90"
Atomic Heart - Gold Edition (PS4 & PS5),https://store.playstation.com/pt-br/product/UP4133-PPSA10696_00-ATOMICHEARTGLDED,-50%,"R$249,75","R$499,50"
Blacksmith of the Sand Kingdom,https://store.playstation.com/pt-br/product/UP2500-PPSA05607_00-US0BOTSANDK00PS5,-50%,"R$49,75","R$99,50"
Capcom Fighting Bundle,https://store.playstation.com/pt-br/product/UP0102-CUSA31205_00-CFCBUNDLE0000001,-58%,"R$125,95","R$299,90"
Creatura,https://store.playstation.com/pt-br/product/UP8381-CUSA46833_00-0236879757135313,-30%,"R$37,73","R$53,90"
Layers of Fear VR,https://store.playstation.com/pt-br/product/UP4176-CUSA25318_00-1500995701060465,-50%,"R$52,45","R$104,90"
Not For Broadcast Deluxe Edition,https://store.playstation.com/pt-br/product/UP0097-CUSA30756_00-0436892084559381,-70%,"R$64,47","R$214,90"
ONE PUNCH MAN: A HERO NOBODY KNOWS Edição Deluxe,https://store.playstation.com/pt-br/product/UP0700-CUSA16186_00-OPMDELUXEED00000,-88%,"R$39,94","R$332,90"
The Suicide of Rachel Foster,https://store.playstation.com/pt-br/product/UP1440-CUSA19186_00-DAENATSORF000001,-90%,"R$10,49","R$104,90"
Windjammers 2,https://store.playstation.com/pt-br/product/UP1482-CUSA15640_00-SIEAWINDJAMMERS2,-50%,"R$52,45","R$104,90"
Clive 'N' Wrench,https://store.playstation.com/pt-br/product/UP5756-CUSA33453_00-CLIVEWRENCHUSPS4,-50%,"R$74,75","R$149,50"
Commandos 2 & 3 - HD Remaster Double Pack,https://store.playstation.com/pt-br/product/UP2060-CUSA26394_00-COM23HDREMDOUBLE,-25%,"R$161,17","R$214,90"
SCARLET NEXUS Edição de Luxo PS4 & PS5,https://store.playstation.com/pt-br/product/UP0700-PPSA02211_00-SCRLTNXSDX000000,-82%,"R$68,31","R$379,50"
"Cook, Serve, Delicious! 2!!",https://store.playstation.com/pt-br/product/UP0135-CUSA04306_00-0000000000000000,-75%,"R$17,47","R$69,90"
Ys Origin,https://store.playstation.com/pt-br/product/UP1482-CUSA06976_00-DOTEMUYSORIGIN01,-70%,"R$25,05","R$83,50"
The Guy VR,https://store.playstation.com/pt-br/product/UP2796-CUSA24680_00-4177634767104012,-70%,"R$16,17","R$53,90"
"""Buy The Game, I Have a Gun"" -Sheesh-Man",https://store.playstation.com/pt-br/product/UP7605-CUSA41001_00-0821476726782080,-30%,"R$37,73","R$53,90"
"""Buy The Game, I Have a Gun"" -Sheesh-Man : Digital Deluxe Mega Chad Edition",https://store.playstation.com/pt-br/product/UP7605-CUSA41272_00-0930484812412136,-30%,"R$45,15","R$64,50"
Fuga: Melodies of Steel 2,https://store.playstation.com/pt-br/product/UP4726-PPSA09338_00-FUGA200000000000,-30%,"R$150,43","R$214,90"
Fuga: Melodies of Steel 2 - Pacote de trajes de Bichinhos,https://store.playstation.com/pt-br/product/UP4726-PPSA09338_00-FUGA2DLC00000003,-30%,"R$18,83","R$26,90"
Fuga: Melodies of Steel 2 - Edição de Luxo,https://store.playstation.com/pt-br/product/UP4726-PPSA09338_00-FUGA2DX000000000,-30%,"R$223,93","R$319,90"
Fuga: Melodies of Steel 2 - Atualização para Edição de Luxo,https://store.playstation.com/pt-br/product/UP4726-PPSA09338_00-FUGA2DXUPGRADE00,-30%,"R$73,43","R$104,90"
Fuga: Melodies of Steel 2 - Pacote de trajes de Steampunk,https://store.playstation.com/pt-br/product/UP4726-PPSA09338_00-FUGA2DLC00000002,-30%,"R$18,83","R$26,90"
Fuga: Melodies of Steel 2 - Pacote de trajes Tail Concerto,https://store.playstation.com/pt-br/product/UP4726-PPSA09338_00-FUGA2DLC00000001,-30%,"R$18,83","R$26,90"
Fuga: Melodies of Steel 2 - Edição Ultimate,https://store.playstation.com/pt-br/product/UP4726-PPSA09338_00-FUGA2ULTIMATE000,-30%,"R$253,75","R$362,50"
Boxer,https://store.playstation.com/pt-br/product/UP3803-CUSA40235_00-0201977840279021,-80%,"R$10,78","R$53,90"
From Space,https://store.playstation.com/pt-br/product/UP4395-PPSA15477_00-0000FROMSPACEPS5,-70%,"R$23,97","R$79,90"
From Space Mission Pack: Concrete Jungle,https://store.playstation.com/pt-br/product/UP4395-PPSA15477_00-FSRESISTANCEDLC2,-60%,"R$10,76","R$26,90"
From Space Mission Pack: Molten Iron,https://store.playstation.com/pt-br/product/UP4395-PPSA15477_00-FSRESISTANCEDLC0,-60%,"R$10,76","R$26,90"
From Space Operation: Clear Skies,https://store.playstation.com/pt-br/product/UP4395-CUSA42482_00-FSCLEARSKIESDLC0,-50%,"R$13,45","R$26,90"
Sports Bar VR,https://store.playstation.com/pt-br/product/UP4068-CUSA06395_00-PNVR1US000000001,-60%,"R$26,76","R$66,90"
DOOM VFR,https://store.playstation.com/pt-br/product/UP1003-CUSA09125_00-DOOMVFR000000000,-75%,"R$18,62","R$74,50"
The Witch's House MV,https://store.playstation.com/pt-br/product/UP4127-CUSA35243_00-TWHMVUS000000000,-40%,"R$47,94","R$79,90"
The Gap,https://store.playstation.com/pt-br/product/UP2764-PPSA10001_00-THEGAPPS50000000,-20%,"R$93,52","R$116,90"
Cannibal Cuisine,https://store.playstation.com/pt-br/product/UP5215-PPSA04999_00-CANNIBALCUISINE1,-90%,"R$6,99","R$69,90"
Dordogne,https://store.playstation.com/pt-br/product/UP4133-PPSA08529_00-DORDOGNEGAME0000,-40%,"R$62,94","R$104,90"
Vengeful Guardian: Moonrider,https://store.playstation.com/pt-br/product/UP1482-PPSA09579_00-1170870901044929,-35%,"R$54,92","R$84,50"
CASE: Animatronics,https://store.playstation.com/pt-br/product/UP1675-CUSA24073_00-SYPS4CASEANIMATR,-50%,"R$26,95","R$53,90"
Phantom Breaker: Omnia,https://store.playstation.com/pt-br/product/UP5857-CUSA19104_00-PBOMNIAGAME00001,-75%,"R$24,87","R$99,50"
The Crown of Wu,https://store.playstation.com/pt-br/product/UP0814-PPSA09150_00-8488767161305579,-40%,"R$59,70","R$99,50"
Arkanoid Eternal Battle,https://store.playstation.com/pt-br/product/UP1475-PPSA06328_00-ARKEBPS5000000US,-75%,"R$24,87","R$99,50"
Autonauts PS4 & PS5,https://store.playstation.com/pt-br/product/UP4395-PPSA03448_00-AUTONAUTSPS5US00,-90%,"R$10,49","R$104,90"
Harvest Moon®: Light of Hope SE Bundle,https://store.playstation.com/pt-br/product/UP1014-CUSA09973_00-HARVESTMOONLOHDX,-50%,"R$89,99","R$179,99"
Harvest Moon®: Light of Hope SE Season Pass,https://store.playstation.com/pt-br/product/UP1014-CUSA09973_00-SEASON0000000000,-50%,"R$26,95","R$53,90"
Harvest Moon®: Light of Hope Special Edition,https://store.playstation.com/pt-br/product/UP1014-CUSA09973_00-HARVESTMOONLOHSE,-50%,"R$71,49","R$142,99"
Agents of Mayhem,https://store.playstation.com/pt-br/product/UP2047-CUSA03132_00-AGENTSOFMAYHEMDS,-90%,"R$9,95","R$99,50"
Agents of Mayhem - Bombshells Skins Pack,https://store.playstation.com/pt-br/product/UP2047-CUSA03132_00-AOMSKINBMBSHLLS3,-80%,"R$2,18","R$10,90"
Agents of Mayhem - Carnage a Trois Skins Pack,https://store.playstation.com/pt-br/product/UP2047-CUSA03132_00-AOMSKINCRNGTRS04,-80%,"R$2,18","R$10,90"
Agents of Mayhem - Firing Squad Skins Pack,https://store.playstation.com/pt-br/product/UP2047-CUSA03132_00-AOMSKINFRNGSQD02,-80%,"R$2,18","R$10,90"
Agents of Mayhem - Total Mayhem Bundle,https://store.playstation.com/pt-br/product/UP2047-CUSA03132_00-AOMTOTALMAYHEM01,-95%,"R$7,47","R$149,50"
3D Billiards - Pool & Snooker,https://store.playstation.com/pt-br/product/UP1643-CUSA09593_00-3DBILLIARDS00000,-33%,"R$33,16","R$49,50"
The Technomancer,https://store.playstation.com/pt-br/product/UP4133-CUSA03803_00-THETECHNOMANCER0,-80%,"R$9,90","R$49,50"
Vikings - Wolves of Midgard,https://store.playstation.com/pt-br/product/UP2060-CUSA05041_00-VIKINGSWOLVESOFM,-65%,"R$52,32","R$149,50"
Super Blood Hockey,https://store.playstation.com/pt-br/product/UP2187-CUSA15811_00-SBHPS4SIEADIGI00,-80%,"R$14,90","R$74,50"
Monkey Kong,https://store.playstation.com/pt-br/product/UP7552-CUSA38302_00-6391114839326248,-30%,"R$15,05","R$21,50"
Machinarium,https://store.playstation.com/pt-br/product/UP4360-CUSA02608_00-MACHINARIUMPS4FG,-80%,"R$20,98","R$104,90"
Arizona Sunshine® - Deluxe Edition,https://store.playstation.com/pt-br/product/UP3535-CUSA08697_00-1200712408192268,-75%,"R$53,72","R$214,90"
Bravery and Greed,https://store.playstation.com/pt-br/product/UP4064-CUSA33206_00-BRAVERYANDGREED0,-50%,"R$52,45","R$104,90"
Demon Turf,https://store.playstation.com/pt-br/product/UP1057-CUSA29946_00-9592841663725804,-40%,"R$80,34","R$133,90"
Fairy Fencer F: Advent Dark Force,https://store.playstation.com/pt-br/product/UP0031-CUSA04807_00-FFFADF0000000NA1,-60%,"R$33,40","R$83,50"
Loot River,https://store.playstation.com/pt-br/product/UP6578-PPSA17657_00-0543146361544057,-30%,"R$93,73","R$133,90"
Manual Samuel,https://store.playstation.com/pt-br/product/UP4395-CUSA05090_00-MANUALSAMUELSCEA,-80%,"R$10,78","R$53,90"
Shadow Tactics: Blades of the Shogun,https://store.playstation.com/pt-br/product/UP1440-CUSA07825_00-DAENAST000000001,-90%,"R$19,95","R$199,50"
Shadow Warrior 3: Definitive Edition | PS4 & PS5,https://store.playstation.com/pt-br/product/UP3643-CUSA26357_00-SW3SIEAPS4000000,-70%,"R$59,85","R$199,50"
SBK™22 PS4 & PS5,https://store.playstation.com/pt-br/product/UP1981-PPSA05750_00-SBK22FULLGAME000,-90%,"R$21,49","R$214,90"
Death or Treat,https://store.playstation.com/pt-br/product/UP3589-CUSA42673_00-0363056312253129,-35%,"R$64,67","R$99,50"
Fall of Porcupine,https://store.playstation.com/pt-br/product/UP5290-CUSA32175_00-2310326871882822,-50%,"R$52,45","R$104,90"
Vernal Edge,https://store.playstation.com/pt-br/product/UP1309-PPSA09675_00-VERNALEDGE000000,-30%,"R$81,83","R$116,90"
Legend of Keepers - Supporter Pack,https://store.playstation.com/pt-br/product/UP4713-PPSA15907_00-0161715503526903,-40%,"R$9,54","R$15,90"
Legend of Keepers: Career of a Dungeon Manager,https://store.playstation.com/pt-br/product/UP4713-PPSA15907_00-0738157791762139,-40%,"R$62,94","R$104,90"
Legend of Keepers: Complete Edition,https://store.playstation.com/pt-br/product/UP4713-PPSA15907_00-0760300447657668,-40%,"R$112,74","R$187,90"
Legend of Keepers: Feed the Troll,https://store.playstation.com/pt-br/product/UP4713-PPSA15907_00-0454483965571394,-40%,"R$16,14","R$26,90"
Legend of Keepers: Return of the Goddess,https://store.playstation.com/pt-br/product/UP4713-PPSA15907_00-0216685571442520,-40%,"R$16,14","R$26,90"
Legend of Keepers: Soul Smugglers,https://store.playstation.com/pt-br/product/UP4713-PPSA15907_00-0179383024758668,-40%,"R$16,14","R$26,90"
A Castle Full of Cats,https://store.playstation.com/pt-br/product/UP6989-CUSA43654_00-0223881898027451,-40%,"R$12,90","R$21,50"
The Adventure Pals,https://store.playstation.com/pt-br/product/UP2775-CUSA06645_00-0000000000000001,-80%,"R$15,98","R$79,90"
Max: The Curse of Brotherhood,https://store.playstation.com/pt-br/product/UP3731-CUSA09966_00-FBGMAX2PS4SIEA00,-70%,"R$22,35","R$74,50"
Alina Of The Arena PS4™ & PS5®,https://store.playstation.com/pt-br/product/UP4127-PPSA18434_00-ALINAOTARENAUS00,-30%,"R$55,93","R$79,90"
Soul Hackers 2 - Bonus Demon Pack,https://store.playstation.com/pt-br/product/UP0177-PPSA03743_00-DLC0000000000021,-70%,"R$20,97","R$69,90"
Soul Hackers 2 - História Bónus: The Lost Numbers,https://store.playstation.com/pt-br/product/UP0177-PPSA03743_00-DLC0000000000016,-70%,"R$16,17","R$53,90"
Soul Hackers 2 - Booster Item Pack,https://store.playstation.com/pt-br/product/UP0177-PPSA03743_00-DLC0000000000020,-70%,"R$8,07","R$26,90"
Soul Hackers 2 - Costume & BGM Pack,https://store.playstation.com/pt-br/product/UP0177-PPSA03743_00-1547238869471008,-70%,"R$20,97","R$69,90"
Soul Hackers 2 Digital Deluxe Edition PS4 & PS5,https://store.playstation.com/pt-br/product/UP0177-PPSA03743_00-6614635768394992,-70%,"R$104,97","R$349,90"
Space Explore,https://store.playstation.com/pt-br/product/UP3362-CUSA28159_00-3300943839198553,-80%,"R$10,78","R$53,90"
Space Explore (PS4 & PSVR) Edition,https://store.playstation.com/pt-br/product/UP3362-CUSA28159_00-3094523734898555,-80%,"R$13,98","R$69,90"
Space Explore VR,https://store.playstation.com/pt-br/product/UP3362-CUSA28162_00-8272550143055684,-80%,"R$10,78","R$53,90"
Horror Adventure,https://store.playstation.com/pt-br/product/UP3362-CUSA19017_00-HORRORADVENTURE8,-80%,"R$10,78","R$53,90"
Dariusburst Chronicle Saviours,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCS0US,-70%,"R$89,97","R$299,90"
DARIUSBURST Chronicle Saviours - Cave DLC Pack,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSP03,-50%,"R$32,25","R$64,50"
DARIUSBURST Chronicle Saviours - SEGA DLC Pack,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSP02,-50%,"R$32,25","R$64,50"
DARIUSBURST Chronicle Saviours - Battle Garegga,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD12,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - CAPCOM DLC Pack,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSP05,-50%,"R$32,25","R$64,50"
DARIUSBURST Chronicle Saviours - DoDonPachi Resurrection,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD07,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - Eighting DLC Pack,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSP04,-50%,"R$32,25","R$64,50"
DARIUSBURST Chronicle Saviours - Fantasy Zone,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD06,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - Galaxy Force II,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD05,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - Ketsui,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD09,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - Mahou Daisakusen,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD10,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - Metal Black,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD02,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - Night Striker,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD01,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - Progear,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD15,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - Ray Force,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD03,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - Side Arms,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD13,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - Soukyuu Gurentai,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD11,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - Space Harrier,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD04,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours - TAITO DLC Pack,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSP01,-50%,"R$32,25","R$64,50"
DARIUSBURST Chronicle Saviours - VARTH,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD14,-50%,"R$13,45","R$26,90"
DARIUSBURST Chronicle Saviours : Deathsmiles,https://store.playstation.com/pt-br/product/UP1056-CUSA03378_00-DARIUSBURSTCSD08,-50%,"R$13,45","R$26,90"
